,Driver ID,Driver Onboard Date,Number of Rides,Average Ride Distance in Miles,Average Ride Duration in Minutes,Percentage of Prime Rides:,Total Revenue:,Average Ride Revenue,Week 1 Rides,Week 2 Rides,Week 3 Rides,Week 4 Rides,Week 5 Rides,Week 6 Rides,Week 7 Rides,Week 8 Rides,Week 9 Rides,Week 10 Rides,Week 11 Rides,Week 12 Rides,Week 13 Rides,First Ride Week,Last Ride Week,Number of Days Driven,Total Late Night,Total Morning,Total Day,Total Night,Percent of Rides in Morning,Percent of Rides in Day,Percent of Rides in Night,Percent of Rides in Late Night
38,0c02bd2b09f7193103279ab9b760b777,2016-03-29,330,3.919937441,13.02222222,23.63636364,4080.345237,12.36468254,10,9,22,20,51,34,18,25,30,43,24,29,15,1,13,56,0,221,83,26,0.66969697,0.251515152,0.078787879,0
39,0ca501b2a1d72e80e0d0cd2c25bdd124,2016-04-21,265,3.298680275,13.6572327,38.86792453,3267.049646,12.32848923,0,0,0,10,51,15,1,38,23,34,50,42,1,4,13,34,58,14,40,153,0.052830189,0.150943396,0.577358491,0.218867925
40,0d53c0441daccbb9022ccdcd2a58c7f7,2016-05-11,40,3.663194229,14.2675,35,507.0792808,12.67698202,0,0,0,0,0,0,1,9,6,10,3,5,6,7,13,12,0,0,14,26,0,0.35,0.65,0
41,0e7f0f05c7e193b1774c2e5713741cd4,2016-04-04,272,5.781315907,15.70686275,21.32352941,4050.729973,14.89238961,0,8,12,34,14,5,31,31,41,33,28,21,14,2,13,50,34,2,51,185,0.007352941,0.1875,0.680147059,0.125
42,0efa2b92642c1e6db77406bb3761baf4,2016-05-03,346,3.064888698,13.31416185,50.28901734,4384.907319,12.67314254,0,0,0,0,0,56,52,42,48,41,34,25,48,6,13,46,12,119,9,206,0.343930636,0.026011561,0.595375723,0.034682081
43,0eff1404b137a5562642f0f706e59f25,2016-03-29,45,3.264816633,11.05444444,15.55555556,467.8365837,10.39636853,17,15,2,11,0,0,0,0,0,0,0,0,0,1,4,11,9,4,10,22,0.088888889,0.222222222,0.488888889,0.2
44,0f057c0c73054f569a59a0880b91cbb0,2016-04-04,32,8.836075658,16.44427083,9.375,602.3884198,18.82463812,0,7,0,0,0,1,0,0,0,5,0,10,9,2,13,11,0,11,20,1,0.34375,0.625,0.03125,0
45,0f346940b7c9dc770d408b1063ed2f81,2016-04-14,468,4.534140927,16.26730769,45.72649573,7686.212277,16.42353051,0,0,38,57,74,60,38,48,43,20,32,28,30,3,13,57,80,104,101,183,0.222222222,0.215811966,0.391025641,0.170940171
46,100979abe35f7761f333bb7e63649767,2016-04-10,470,4.074208827,14.67095745,24.04255319,6129.918324,13.04237941,0,2,55,70,28,70,55,32,22,15,22,53,46,2,13,51,0,234,190,46,0.49787234,0.404255319,0.09787234,0
47,10570128e114c22b855f1155b88fb379,2016-04-26,428,3.854013586,14.75385514,32.47663551,5690.496265,13.29555202,0,0,0,0,34,60,40,50,47,57,49,53,38,5,13,42,1,12,198,217,0.028037383,0.462616822,0.507009346,0.002336449
48,10ab4d373b29fb6ee31ae2b7b39fc574,2016-05-14,32,5.961877229,15.40104167,28.125,531.9586626,16.62370821,0,0,0,0,0,0,11,12,2,7,0,0,0,7,10,10,13,0,3,16,0,0.09375,0.5,0.40625
49,10d2c35bb4b440aa1eaf06d477ff27a6,2016-05-11,40,7.420510893,18.22541667,25,747.4608008,18.68652002,0,0,0,0,0,0,13,8,0,12,7,0,0,7,11,10,0,39,1,0,0.975,0.025,0,0
50,1110d496149d3d8c50276765924df831,2016-03-31,28,2.741540898,15.04642857,25,321.8530959,11.49475343,2,26,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,15,13,0,0.535714286,0.464285714,0,0
51,1127af601413f32c08e2a89447e5f3b9,2016-04-05,41,5.7973167,15.57235772,17.07317073,604.2127722,14.73689688,0,5,0,0,0,0,3,0,6,0,0,5,22,2,13,8,0,4,17,20,0.097560976,0.414634146,0.487804878,0
52,113d6a61dd3bd21e5bc39bc19197f0f4,2016-04-05,509,3.974566152,12.86008513,18.86051081,6044.906156,11.87604353,0,25,44,50,46,44,39,56,38,44,56,14,53,2,13,64,37,130,234,108,0.25540275,0.459724951,0.212180747,0.072691552
53,11506b81721ca68ef019764de3d8edbd,2016-04-22,647,4.462586629,15.68575477,36.47604328,9194.965447,14.21169312,0,0,0,21,76,80,72,74,62,64,64,71,63,4,13,56,6,259,182,200,0.400309119,0.2812983,0.309119011,0.00927357
54,117ea72f13b43f0f4055b0472dcb6b1b,2016-04-25,38,5.182771885,15.54035088,2.631578947,503.3743795,13.2466942,0,0,0,0,13,15,10,0,0,0,0,0,0,5,7,17,0,17,15,6,0.447368421,0.394736842,0.157894737,0
55,118be60e268514eb85f66ddb82bfa407,2016-05-11,39,6.013549749,14.40897436,20.51282051,594.1422393,15.23441639,0,0,0,0,0,0,20,10,1,8,0,0,0,7,10,13,9,9,16,5,0.230769231,0.41025641,0.128205128,0.230769231
56,122972e7c73c944e744e6eca819d93e7,2016-04-24,40,4.57585097,13.47583333,17.5,518.0093811,12.95023453,0,0,0,2,20,2,8,8,0,0,0,0,0,4,8,11,3,3,28,6,0.075,0.7,0.15,0.075
57,12933735316b452a5bc6a933d1a38124,2016-04-26,542,3.316202095,12.38330258,46.86346863,6765.910993,12.48323061,0,0,0,0,36,53,50,65,56,57,73,85,67,5,13,56,81,0,90,371,0,0.166051661,0.684501845,0.149446494
58,133c19880625cbe91986ee3c402866cd,2016-04-28,51,3.675699964,17.24313725,33.33333333,714.417823,14.00819261,0,0,0,0,8,7,0,3,16,17,0,0,0,5,10,10,7,6,18,20,0.117647059,0.352941176,0.392156863,0.137254902
59,133faf644d5cfee9460b87eea4367f92,2016-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
60,1340d44ca7946f4192cd80d8f47ce99b,2016-05-05,243,3.028130899,11.57626886,54.32098765,3037.396172,12.49957273,0,0,0,0,0,3,45,29,0,6,57,48,55,6,13,33,69,9,35,130,0.037037037,0.144032922,0.534979424,0.283950617
61,136b51093f684e15e2798e4dc1e23d0c,2016-05-14,137,5.470012234,15.30194647,40.87591241,2168.647956,15.82954712,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
62,13fe6713788e9b63f57950320f260512,2016-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
63,14183e69946d782c92eb53b3c6eeb86f,2016-03-30,24,3.051794524,14.65208333,45.83333333,325.5983815,13.56659923,6,0,0,4,9,1,2,0,0,0,1,1,0,1,12,9,4,8,3,9,0.333333333,0.125,0.375,0.166666667
64,146cd888491dd0f348575244f5bbc24e,2016-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
65,148fb453d12992652b56d8bc2cfb1b78,2016-04-16,29,3.249672279,11.45862069,24.13793103,328.5004873,11.32760301,0,0,2,1,11,14,0,0,0,1,0,0,0,3,10,8,11,0,1,17,0,0.034482759,0.586206897,0.379310345
66,156a150f1dbafbb01a786a5f45bdd7b6,2016-04-04,44,3.31529187,11.75606061,22.72727273,487.0859963,11.07013628,0,9,9,9,17,0,0,0,0,0,0,0,0,2,5,10,5,0,1,38,0,0.022727273,0.863636364,0.113636364
67,1585fa96f0818e8f4d1cf826b332fda4,2016-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
68,15e0ade28a7d24026b2fe91ef528ddf5,2016-03-29,453,3.59721456,13.39102281,47.2406181,6082.583476,13.42733659,20,48,35,19,42,17,49,36,26,29,48,33,51,1,13,70,91,19,42,301,0.041942605,0.092715232,0.664459161,0.200883002
69,162441a5f1b85a5c3780686296c3bc75,2016-04-18,41,6.646066392,16.22276423,24.3902439,684.14205,16.68639146,0,0,0,1,9,7,12,1,0,11,0,0,0,4,10,18,1,10,8,22,0.243902439,0.195121951,0.536585366,0.024390244
70,163b1ac215580e695280d8f94c687ef4,2016-04-18,65,4.937762351,12.12205128,13.84615385,856.1486854,13.17151824,0,0,0,12,23,5,15,10,0,0,0,0,0,4,8,14,0,6,28,31,0.092307692,0.430769231,0.476923077,0
71,1674103b16c39ab56a76884b7c2ca83e,2016-04-18,348,4.076224794,13.89980843,28.73563218,4482.826371,12.88168497,0,0,0,55,63,46,30,39,62,37,16,0,0,4,11,50,125,54,92,77,0.155172414,0.264367816,0.221264368,0.359195402
72,1682c469cb12aa06b06d93ab87c3836a,2016-04-20,406,4.271735542,13.47331691,28.07881773,5301.259822,13.0572902,0,0,0,50,37,48,58,37,60,0,61,2,53,4,13,55,18,118,78,192,0.290640394,0.192118227,0.472906404,0.044334975
73,1696be121baad60c7ca8a1c8164b24ad,2016-04-22,60,2.789963588,13.81583333,33.33333333,707.7674836,11.79612473,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
74,16cd1e08be52741e1516cade45ae7754,2016-05-05,61,6.065402638,14.5568306,19.67213115,966.3112398,15.84116787,0,0,0,0,0,1,23,15,16,5,1,0,0,6,11,16,5,5,19,32,0.081967213,0.31147541,0.524590164,0.081967213
75,17235b165b78a09be9cd7f9abc1e833a,2016-04-07,682,4.013828258,14.84743402,35.63049853,9183.639421,13.46574695,0,47,50,69,75,56,54,63,47,83,64,44,30,2,13,59,0,95,404,183,0.139296188,0.592375367,0.268328446,0
76,173a168d2b8830525f59be85a35f0000,2016-03-29,38,2.974396827,12.70307018,10.52631579,390.768472,10.28338084,34,2,2,0,0,0,0,0,0,0,0,0,0,1,3,6,4,3,4,27,0.078947368,0.105263158,0.710526316,0.105263158
77,175540c364f94b6adbc0ce3541a3254a,2016-05-14,54,5.919806555,13.32006173,25.92592593,889.4939873,16.47211088,0,0,0,0,0,0,5,25,0,12,0,0,12,7,13,13,45,2,0,7,0.037037037,0,0.12962963,0.833333333
78,179ef343f855d34fa0262c720cdb9a52,2016-05-14,21,3.900978041,11.85714286,47.61904762,275.0999518,13.0999977,0,0,0,0,0,0,10,11,0,0,0,0,0,7,8,4,15,0,0,6,0,0,0.285714286,0.714285714
79,180284a755fb939181db32b838fd0720,2016-05-07,287,3.707967111,12.03281069,34.49477352,3624.907714,12.63034047,0,0,0,0,0,26,74,43,45,65,1,7,26,6,13,37,57,55,59,116,0.191637631,0.205574913,0.404181185,0.198606272
80,1805f90c5220ac830835df3309a76e78,2016-04-04,37,4.977430735,16.56306306,37.83783784,555.4546174,15.01228696,0,8,2,4,5,5,3,1,0,7,2,0,0,2,11,21,0,0,1,36,0,0.027027027,0.972972973,0
81,181396b71a4723deaa02c3dd3ffa9041,2016-04-06,54,4.993477888,14.95555556,31.48148148,783.1139485,14.50211016,0,10,9,11,24,0,0,0,0,0,0,0,0,2,5,10,4,6,23,21,0.111111111,0.425925926,0.388888889,0.074074074
82,183336ca67d3257c34cb80c9bd4dfb34,2016-04-19,256,3.101067441,13.09759115,58.59375,3523.217395,13.76256795,0,0,0,8,22,14,13,13,13,5,53,52,63,4,13,38,40,64,23,129,0.25,0.08984375,0.50390625,0.15625
83,186d02f3ae489428440a352e3fe503a4,2016-05-06,32,9.373135882,20.54270833,34.375,720.0934766,22.50292114,0,0,0,0,0,11,9,0,2,5,3,1,1,6,13,15,12,0,6,14,0,0.1875,0.4375,0.375
84,187a5227c531151abd112eef1d104301,2016-03-30,439,3.630893214,14.19024298,34.39635535,5610.188499,12.77947266,27,68,14,30,17,6,31,36,71,20,74,36,9,1,13,61,14,106,137,182,0.241457859,0.312072893,0.414578588,0.031890661
85,19029e596b5c3e45cc6b3cca0640fa58,2016-05-02,45,7.29843704,15.77222222,28.88888889,828.4715152,18.41047812,0,0,0,0,0,14,18,4,5,4,0,0,0,6,10,10,6,0,5,34,0,0.111111111,0.755555556,0.133333333
86,1925803c42c264e21fdcf0a35fbd2107,2016-04-16,379,3.4974235,13.99261214,45.38258575,4939.002189,13.03166804,0,0,13,57,57,49,67,56,0,0,27,0,53,3,13,46,5,9,60,305,0.023746702,0.158311346,0.80474934,0.013192612
87,1936275dcb0942dc60a378839fae4730,2016-04-21,296,6.838971087,15.86283784,17.56756757,4953.269582,16.73401886,0,0,0,3,21,14,60,47,53,15,19,35,29,4,13,53,0,100,190,6,0.337837838,0.641891892,0.02027027,0
88,1936720ce0900cbff6d9114328c84bee,2016-04-05,26,5.390050006,11.96987179,26.92307692,352.4585218,13.55609699,0,2,9,2,0,1,0,0,0,8,4,0,0,2,11,10,12,3,2,9,0.115384615,0.076923077,0.346153846,0.461538462
89,1989ad384dd8ab8f43fd19822c36aeac,2016-03-31,347,5.317328252,13.73530259,14.4092219,4786.380677,13.79360426,13,20,30,26,0,17,33,40,14,26,34,44,50,1,13,72,0,185,17,145,0.53314121,0.048991354,0.417867435,0
90,19daceea26aeb211cb8bf28c8497b6c2,2016-04-21,250,3.977111114,16.36133333,33.2,3449.115235,13.79646094,0,0,0,17,14,26,23,16,20,38,39,18,39,4,13,44,25,15,121,89,0.06,0.484,0.356,0.1
91,19e1cdfeaf90239d8585e6a78136a403,2016-04-05,737,3.268961872,12.18588874,29.85074627,8669.206268,11.76283076,0,59,66,53,66,64,55,56,68,71,56,52,71,2,13,80,272,26,26,413,0.035278155,0.035278155,0.560379919,0.369063772
92,1a2af09b492ba2519c5b4aec478642a7,2016-04-04,254,7.968126808,20.47775591,32.28346457,4985.800957,19.62913763,0,9,0,8,28,6,46,27,33,0,33,34,30,2,13,50,11,26,116,101,0.102362205,0.456692913,0.397637795,0.043307087
93,1aee4c95edf898beee1a8b49a1f898b0,2016-04-05,288,7.19925689,16.07471065,16.66666667,4875.989466,16.93051898,0,22,20,32,30,42,16,20,21,67,18,0,0,2,11,50,5,64,85,134,0.222222222,0.295138889,0.465277778,0.017361111
94,1b51afba3b72e0259db160170f824f95,2016-04-04,211,4.107606562,13.61082148,35.5450237,2715.142398,12.86797345,0,35,20,9,5,7,0,2,1,36,63,33,0,2,12,40,21,60,61,69,0.28436019,0.289099526,0.327014218,0.099526066
95,1b9ddecea8eb99bc37f9b0711546f1c0,2016-04-20,620,3.827332343,12.15112903,33.70967742,7739.546946,12.48314024,0,0,0,28,74,85,81,79,93,6,78,50,46,4,13,57,122,32,179,287,0.051612903,0.288709677,0.462903226,0.196774194
96,1c4312919166a0e7cefe6b3ddf1ec9c6,2016-05-13,47,5.135579565,15.29822695,36.17021277,726.7165024,15.46205324,0,0,0,0,0,0,5,19,4,0,0,12,7,7,13,9,4,7,7,29,0.14893617,0.14893617,0.617021277,0.085106383
97,1c44fab20b7f0804c11d88dc0554edf4,2016-05-11,41,4.182762999,13.06422764,39.02439024,540.0314959,13.1714999,0,0,0,0,0,0,11,4,10,5,11,0,0,7,11,9,0,11,17,13,0.268292683,0.414634146,0.317073171,0
98,1c6e8fbca23da68279d93b2de6eaa3d1,2016-05-01,467,4.068714085,12.67669522,35.11777302,6136.383372,13.14000722,0,0,0,0,1,30,45,40,62,82,79,70,58,5,13,43,151,29,90,197,0.062098501,0.192719486,0.421841542,0.323340471
99,1c95fcac4de21d077072da1ea1705eb5,2016-04-20,27,3.389887458,13.36419753,22.22222222,325.8404941,12.06816645,0,0,0,27,0,0,0,0,0,0,0,0,0,4,4,4,0,1,10,16,0.037037037,0.37037037,0.592592593,0
100,1cf6fa07dcec364af2acf257b2d3731e,2016-05-13,102,3.72372233,11.7251634,26.47058824,1217.477344,11.93605239,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
101,1cf95d6dd025d792340b623bcff18260,2016-04-11,43,2.998022301,12.70736434,37.20930233,496.8819285,11.55539369,0,0,10,27,0,0,0,0,6,0,0,0,0,3,9,7,1,0,10,32,0,0.23255814,0.744186047,0.023255814
102,1d789a00290ec2e8a4ae1c704f671caf,2016-04-09,396,4.113544005,12.67984007,33.83838384,5141.657246,12.98398295,0,19,10,25,54,0,30,59,52,72,18,31,26,2,13,48,111,171,16,98,0.431818182,0.04040404,0.247474747,0.28030303
103,1d7bc6daa163020694e2a5e636b96a0d,2016-04-20,301,3.823215617,13.34717608,37.54152824,4231.700947,14.05880713,0,0,0,23,41,64,57,2,73,3,10,21,7,4,13,43,70,10,52,169,0.033222591,0.172757475,0.561461794,0.23255814
104,1d92784a09b1d1f85b05508e33261efb,2016-04-05,316,6.23412255,16.14773207,29.43037975,5173.998817,16.37341398,0,41,35,40,30,26,52,25,24,13,15,8,7,2,13,64,46,13,32,225,0.041139241,0.101265823,0.712025316,0.14556962
105,1e836fdeba5bcacf45438c08bfcf4fa3,2016-04-26,567,3.604952562,13.82034098,38.97707231,7158.377172,12.62500383,0,0,0,0,53,34,35,0,77,122,95,79,72,5,13,45,1,183,224,159,0.322751323,0.395061728,0.28042328,0.001763668
106,1e9570c1846c0f79c1ec103f608bc8ee,2016-05-14,219,3.922450867,14.53789954,42.46575342,2984.707377,13.62880081,0,0,0,0,0,0,8,33,39,28,40,40,31,7,13,35,6,39,33,141,0.178082192,0.150684932,0.643835616,0.02739726
107,1e9b964b3e3d0289794289579269247a,2016-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
108,1eb30783865c10a8abc395e1b73bd578,2016-04-04,28,4.659785112,11.52142857,17.85714286,351.8088881,12.56460315,0,13,9,3,2,1,0,0,0,0,0,0,0,2,6,11,8,1,0,19,0.035714286,0,0.678571429,0.285714286
109,1ed175c60fdf7380fefc804bf4dd75f3,2016-05-13,35,2.358659894,9.745238095,17.14285714,324.4455276,9.269872219,0,0,0,0,0,0,0,8,12,0,3,6,6,8,13,10,4,9,5,17,0.257142857,0.142857143,0.485714286,0.114285714
